"('vector_float_swap', 'float_add')","('vector_float_last', 'float_frominteger')","('vector_float_shove', 'float_frominteger')","('float_pop', 'float_frominteger')","('string_occurrencesofchar', 'print_string')","('vector_float_remove', 'float_frominteger')","('print_string', 'char_flush')","('vector_string_replacefirst', 'string_length')","('float_add', 'float_dec')","('float_add', 'vector_float_length')","('float_frominteger', 'vector_float_flush')","('vector_float_rest', 'float_add')","('float_add', 'vector_float_flush')","('vector_string_set', 'string_length')","('exec_do*vector_string', 'vector_string_swap')","('float_dup', 'float_frominteger')","('vector_string_swap', 'print_newline')","('float_add', 'float_dup')","('float_add', 'vector_float_replace')","('vector_string_rest', 'string_length')","('float_dec', 'float_frominteger')","('string_removechar', 'print_string')","('vector_float_pop', 'float_frominteger')","('vector_string_replace', 'string_length')","('vector_string_flush', 'exec_do*vector_string')","('vector_float_take', 'float_add')","('vector_string_remove', 'exec_do*vector_string')","('vector_string_last', 'vector_string_reverse')","('float_add', 'vector_float_nth')","('float_min', 'float_frominteger')","('exec_do*vector_string', 'vector_string_concat')","('float_min', 'float_add')","('vector_string_emptyvector', 'string_length')","('vector_float_dup_times', 'float_add')","('float_mult', 'float_add')","('float_add', 'vector_float_last')","('vector_string_shove', 'exec_do*vector_string')","('vector_string_rot', 'print_newline')","('vector_string_eq', 'exec_do*vector_string')","('float_pop', 'float_add')","('float_add', 'float_yankdup')","('vector_float_dup_times', 'float_frominteger')","('float_add', 'float_shove')","('print_string', 'string_fromchar')","('print_vector_string', 'print_integer')","('float_sub', 'float_add')","('vector_string_empty', 'print_newline')","('vector_string_butlast', 'string_length')","('print_vector_string', 'exec_do*vector_string')","('vector_float_yankdup', 'float_frominteger')","('float_yank', 'float_add')","('vector_float_occurrencesof', 'float_add')","('float_flush', 'float_add')","('vector_string_emptyvector', 'exec_do*vector_string')","('float_yank', 'float_frominteger')","('vector_string_occurrencesof', 'string_length')","('float_frominteger', 'vector_float_subvec')","('float_max', 'float_frominteger')","('vector_float_pop', 'float_div')","('float_add', 'vector_float_yank')","('float_rot', 'float_add')","('vector_string_replace', 'exec_do*vector_string')","('string_indexofchar', 'print_string')","('vector_string_rest', 'exec_do*vector_string')","('float_dup_times', 'float_frominteger')","('float_frominteger', 'vector_float_dup')","('float_add', 'float_frominteger')","('vector_string_length', 'string_length')","('float_add', 'vector_float_remove')","('float_max', 'float_add')","('vector_string_subvec', 'string_length')","('float_add', 'vector_float_pushall')","('char_swap', 'print_string')","('vector_string_pop', 'print_newline')","('float_frominteger', 'vector_float_conj')","('float_yankdup', 'float_frominteger')","('float_add', 'float_inc')","('print_string', 'string_last')","('float_frominteger', 'exec_do*vector_float')","('vector_string_last', 'exec_do*vector_string')","('float_add', 'vector_float_concat')","('float_rot', 'float_frominteger')","('vector_string_rest', 'print_newline')","('vector_string_contains', 'string_length')","('float_frominteger', 'vector_float_replacefirst')","('float_add', 'vector_float_first')","('vector_string_indexof', 'string_length')","('vector_float_swap', 'float_frominteger')","('integer_fromfloat', 'float_frominteger')","('vector_string_yank', 'string_length')","('vector_float_stackdepth', 'float_frominteger')","('print_float', 'float_frominteger')","('float_add', 'vector_float_dup')","('float_frominteger', 'float_swap')","('exec_do*vector_string', 'vector_string_conj')","('exec_do*vector_string', 'vector_string_length')","('float_add', 'vector_float_replacefirst')","('float_cos', 'float_frominteger')","('float_sin', 'float_add')","('vector_string_concat', 'string_length')","('vector_float_indexof', 'float_frominteger')","('vector_string_flush', 'string_length')","('vector_float_replace', 'float_frominteger')","('float_stackdepth', 'float_frominteger')","('vector_float_yank', 'float_frominteger')","('exec_do*vector_string', 'vector_string_subvec')","('float_stackdepth', 'float_add')","('float_add', 'vector_float_pop')","('vector_string_replacefirst', 'exec_do*vector_string')","('vector_float_butlast', 'float_frominteger')","('string_replacechar', 'print_string')","('vector_string_yankdup', 'string_length')","('float_cos', 'float_add')","('float_frominteger', 'vector_float_first')","('string_length', 'vector_string_swap')","('vector_float_butlast', 'float_add')","('vector_string_eq', 'string_length')","('float_frominteger', 'float_inc')","('vector_string_conj', 'print_newline')","('vector_string_yankdup', 'exec_do*vector_string')","('exec_do*vector_string', 'string_length')","('vector_float_take', 'float_frominteger')","('float_add', 'vector_float_rot')","('vector_float_concat', 'float_frominteger')","('vector_string_stackdepth', 'print_newline')","('float_mod', 'float_frominteger')","('vector_string_last', 'string_length')","('float_add', 'float_swap')","('vector_string_yankdup', 'print_newline')","('vector_float_reverse', 'float_frominteger')","('print_vector_string', 'string_length')","('vector_string_butlast', 'print_newline')","('vector_string_yank', 'exec_do*vector_string')","('vector_string_empty', 'exec_do*vector_string')","('vector_float_set', 'float_add')","('exec_do*vector_string', 'vector_string_first')","('vector_string_pop', 'exec_do*vector_string')","('vector_string_take', 'string_length')","('vector_float_rest', 'float_frominteger')","('float_frominteger', 'float_shove')","('float_add', 'vector_float_shove')","('vector_float_nth', 'float_frominteger')","('print_string', 'char_frominteger')","('vector_string_contains', 'print_newline')","('float_add', 'vector_float_conj')","('print_newline', 'vector_string_indexof')","('vector_string_remove', 'string_length')","('vector_float_reverse', 'float_add')","('vector_string_pop', 'string_length')","('vector_float_stackdepth', 'float_add')","('float_sub', 'float_frominteger')","('vector_float_occurrencesof', 'float_frominteger')","('float_frominteger', 'float_div')","('vector_float_indexof', 'float_add')","('vector_string_empty', 'string_length')","('vector_string_first', 'string_length')","('print_newline', 'vector_string_pushall')","('vector_string_reverse', 'print_newline')","('float_mult', 'float_frominteger')","('float_add', 'exec_do*vector_float')","('vector_string_stackdepth', 'exec_do*vector_string')","('vector_string_indexof', 'print_integer')","('float_sin', 'float_frominteger')","('vector_float_length', 'float_frominteger')","('exec_do*vector_string', 'vector_string_set')","('vector_string_shove', 'string_length')","('float_add', 'float_dup_times')","('vector_string_conj', 'string_length')","('vector_string_stackdepth', 'string_length')","('float_add', 'print_float')","('float_add', 'vector_float_dup_items')","('vector_string_indexof', 'exec_do*vector_string')","('float_add', 'float_div')","('vector_string_reverse', 'exec_do*vector_string')","('vector_float_pushall', 'float_frominteger')","('vector_string_occurrencesof', 'exec_do*vector_string')","('float_dup_items', 'float_frominteger')","('vector_string_reverse', 'string_length')","('vector_string_dup', 'exec_do*vector_string')","('float_add', 'float_dup_items')","('vector_string_butlast', 'exec_do*vector_string')","('float_frominteger', 'vector_float_rot')","('string_first', 'print_string')","('integer_fromfloat', 'float_add')","('vector_float_dup_items', 'float_frominteger')","('print_string', 'char_rot')","('vector_string_take', 'print_newline')","('float_mod', 'float_add')","('vector_string_nth', 'exec_do*vector_string')","('float_flush', 'float_frominteger')","('vector_float_yankdup', 'float_add')","('vector_string_take', 'exec_do*vector_string')","('vector_string_last', 'print_newline')","('vector_float_set', 'float_frominteger')","('float_add', 'vector_float_subvec')","('vector_string_nth', 'string_length')","('float_tan', 'float_add')","('float_tan', 'float_frominteger')"
143,135,145,132,500,130,406,30,182,182,133,151,136,22,18,161,18,164,129,32,181,629,127,20,19,145,29,39,140,159,21,153,21,135,157,135,20,20,23,130,180,134,165,437,9,163,23,42,9,145,175,137,133,21,175,17,152,131,117,134,177,19,455,32,148,144,314,23,131,129,25,190,485,19,156,180,200,445,211,43,141,178,33,23,153,141,21,142,126,33,128,58,143,164,19,25,151,111,146,22,133,20,130,217,136,24,219,126,29,132,685,23,113,144,19,132,22,197,19,22,93,146,153,140,22,178,42,167,22,160,10,42,34,23,143,18,18,22,151,166,148,137,488,21,157,21,29,162,19,127,163,135,242,133,24,20,29,71,158,213,22,21,144,179,21,20,148,19,23,57,128,21,245,72,187,18,151,75,28,149,44,153,438,128,127,497,22,178,28,132,146,21,40,141,155,29,135,132
"(147, 325)","(140, 321)","(151, 321)","(135, 321)","(549, 841)","(134, 321)","(841, 446)","(32, 804)","(325, 187)","(325, 186)","(321, 139)","(155, 325)","(325, 139)","(23, 804)","(99, 19)","(167, 321)","(19, 383)","(325, 167)","(325, 134)","(34, 804)","(187, 321)","(680, 841)","(130, 321)","(21, 804)","(20, 99)","(150, 325)","(31, 99)","(43, 78)","(325, 143)","(160, 321)","(99, 23)","(160, 325)","(22, 804)","(136, 325)","(159, 325)","(325, 140)","(21, 99)","(22, 383)","(24, 99)","(135, 325)","(325, 187)","(136, 321)","(325, 169)","(841, 484)","(10, 788)","(168, 325)","(25, 383)","(44, 804)","(10, 99)","(150, 321)","(179, 325)","(140, 325)","(135, 325)","(22, 99)","(179, 321)","(18, 804)","(321, 158)","(134, 321)","(130, 248)","(325, 138)","(182, 325)","(21, 99)","(502, 841)","(34, 99)","(153, 321)","(321, 147)","(325, 321)","(25, 804)","(325, 134)","(134, 325)","(26, 804)","(325, 195)","(538, 841)","(20, 383)","(321, 161)","(187, 321)","(325, 206)","(841, 487)","(321, 217)","(43, 99)","(325, 145)","(182, 321)","(34, 383)","(23, 804)","(321, 156)","(325, 146)","(23, 804)","(147, 321)","(131, 321)","(36, 804)","(131, 321)","(59, 321)","(325, 147)","(321, 169)","(99, 20)","(99, 25)","(325, 156)","(115, 321)","(149, 325)","(23, 804)","(137, 321)","(20, 804)","(134, 321)","(223, 321)","(138, 321)","(99, 26)","(223, 325)","(325, 130)","(32, 99)","(135, 321)","(752, 841)","(24, 804)","(115, 325)","(321, 146)","(804, 19)","(135, 325)","(24, 804)","(321, 206)","(20, 383)","(24, 99)","(99, 804)","(150, 321)","(325, 158)","(145, 321)","(24, 383)","(181, 321)","(43, 804)","(325, 169)","(24, 383)","(165, 321)","(10, 804)","(44, 383)","(36, 99)","(25, 99)","(147, 325)","(99, 20)","(20, 99)","(23, 804)","(155, 321)","(321, 169)","(325, 151)","(143, 321)","(841, 541)","(23, 383)","(325, 161)","(383, 23)","(31, 804)","(165, 325)","(20, 804)","(131, 325)","(168, 321)","(140, 321)","(321, 248)","(137, 325)","(25, 804)","(20, 804)","(383, 32)","(78, 383)","(159, 321)","(325, 217)","(24, 99)","(23, 788)","(149, 321)","(186, 321)","(99, 23)","(21, 804)","(325, 153)","(20, 804)","(24, 804)","(325, 59)","(325, 132)","(23, 99)","(325, 248)","(78, 99)","(195, 321)","(18, 99)","(152, 321)","(78, 804)","(29, 99)","(325, 152)","(44, 99)","(321, 158)","(486, 841)","(131, 325)","(132, 321)","(841, 543)","(23, 383)","(181, 325)","(29, 99)","(135, 321)","(150, 325)","(23, 99)","(43, 383)","(147, 321)","(325, 158)","(29, 804)","(138, 325)","(138, 321)"
